"Code","Cancer","Age","Case","PY"
1,"구강암, 인두암",0,8,5931001
2,"식도암",0,0,5931001
3,"위암",0,3,5931001
4,"결장암",0,1,5931001
5,"직장암",0,0,5931001
6,"간암",0,55,5931001
7,"담낭암",0,0,5931001
8,"췌장암",0,0,5931001
9,"기관지암, 폐암",0,4,5931001
10,"비강암, 후두암, 나머지암",0,36,5931001
11,"뼈암",0,14,5931001
12,"결합조직암",0,84,5931001
13,"악성흑색종",0,1,5931001
14,"비흑색종피부암(기저세포암)",0,0,5931001
15,"비흑색종피부암(편평세포암)",0,0,5931001
16,"유방암(여성)",0,0,5931001
17,"유방암(남성)",0,0,5931001
18,"난소암",0,0,5931001
19,"난소암 외 여성생식기암",0,0,5931001
20,"남성생식기암",0,66,5931001
21,"방광암",0,3,5931001
22,"신장암, 나머지 비뇨기계암",0,87,5931001
23,"안암",0,85,5931001
24,"뇌암, 신경계암",0,152,5931001
25,"갑상선암",0,0,5931001
26,"나머지 내분비선암",0,116,5931001
27,"나머지암, 불분명한 암",0,78,5931001
28,"림프종, 다발성골수종",0,136,5931001
29,"백혈병(CLL 제외)",0,447,5931001
30,"급성림프구성백혈병",0,322,5931001
31,"급성골수성백혈병",0,108,5931001
32,"만성골수성백혈병",0,3,5931001
1,"구강암, 인두암",5,6,6724010
2,"식도암",5,0,6724010
3,"위암",5,2,6724010
4,"결장암",5,1,6724010
5,"직장암",5,0,6724010
6,"간암",5,11,6724010
7,"담낭암",5,0,6724010
8,"췌장암",5,0,6724010
9,"기관지암, 폐암",5,0,6724010
10,"비강암, 후두암, 나머지암",5,7,6724010
11,"뼈암",5,46,6724010
12,"결합조직암",5,22,6724010
13,"악성흑색종",5,3,6724010
14,"비흑색종피부암(기저세포암)",5,0,6724010
15,"비흑색종피부암(편평세포암)",5,0,6724010
16,"유방암(여성)",5,0,6724010
17,"유방암(남성)",5,0,6724010
18,"난소암",5,0,6724010
19,"난소암 외 여성생식기암",5,0,6724010
20,"남성생식기암",5,5,6724010
21,"방광암",5,1,6724010
22,"신장암, 나머지 비뇨기계암",5,11,6724010
23,"안암",5,3,6724010
24,"뇌암, 신경계암",5,167,6724010
25,"갑상선암",5,10,6724010
26,"나머지 내분비선암",5,28,6724010
27,"나머지암, 불분명한 암",5,41,6724010
28,"림프종, 다발성골수종",5,118,6724010
29,"백혈병(CLL 제외)",5,268,6724010
30,"급성림프구성백혈병",5,185,6724010
31,"급성골수성백혈병",5,79,6724010
32,"만성골수성백혈병",5,3,6724010
1,"구강암, 인두암",10,38,8577545
2,"식도암",10,0,8577545
3,"위암",10,3,8577545
4,"결장암",10,10,8577545
5,"직장암",10,1,8577545
6,"간암",10,9,8577545
7,"담낭암",10,0,8577545
8,"췌장암",10,3,8577545
9,"기관지암, 폐암",10,3,8577545
10,"비강암, 후두암, 나머지암",10,9,8577545
11,"뼈암",10,136,8577545
12,"결합조직암",10,44,8577545
13,"악성흑색종",10,4,8577545
14,"비흑색종피부암(기저세포암)",10,0,8577545
15,"비흑색종피부암(편평세포암)",10,0,8577545
16,"유방암(여성)",10,0,8577545
17,"유방암(남성)",10,0,8577545
18,"난소암",10,0,8577545
19,"난소암 외 여성생식기암",10,0,8577545
20,"남성생식기암",10,15,8577545
21,"방광암",10,2,8577545
22,"신장암, 나머지 비뇨기계암",10,4,8577545
23,"안암",10,2,8577545
24,"뇌암, 신경계암",10,185,8577545
25,"갑상선암",10,29,8577545
26,"나머지 내분비선암",10,59,8577545
27,"나머지암, 불분명한 암",10,64,8577545
28,"림프종, 다발성골수종",10,177,8577545
29,"백혈병(CLL 제외)",10,317,8577545
30,"급성림프구성백혈병",10,193,8577545
31,"급성골수성백혈병",10,118,8577545
32,"만성골수성백혈병",10,19,8577545
1,"구강암, 인두암",15,47,9222480
2,"식도암",15,1,9222480
3,"위암",15,14,9222480
4,"결장암",15,19,9222480
5,"직장암",15,13,9222480
6,"간암",15,12,9222480
7,"담낭암",15,0,9222480
8,"췌장암",15,3,9222480
9,"기관지암, 폐암",15,17,9222480
10,"비강암, 후두암, 나머지암",15,69,9222480
11,"뼈암",15,171,9222480
12,"결합조직암",15,87,9222480
13,"악성흑색종",15,5,9222480
14,"비흑색종피부암(기저세포암)",15,0,9222480
15,"비흑색종피부암(편평세포암)",15,0,9222480
16,"유방암(여성)",15,0,9222480
17,"유방암(남성)",15,0,9222480
18,"난소암",15,0,9222480
19,"난소암 외 여성생식기암",15,0,9222480
20,"남성생식기암",15,60,9222480
21,"방광암",15,5,9222480
22,"신장암, 나머지 비뇨기계암",15,18,9222480
23,"안암",15,4,9222480
24,"뇌암, 신경계암",15,177,9222480
25,"갑상선암",15,127,9222480
26,"나머지 내분비선암",15,57,9222480
27,"나머지암, 불분명한 암",15,177,9222480
28,"림프종, 다발성골수종",15,201,9222480
29,"백혈병(CLL 제외)",15,324,9222480
30,"급성림프구성백혈병",15,147,9222480
31,"급성골수성백혈병",15,130,9222480
32,"만성골수성백혈병",15,57,9222480
1,"구강암, 인두암",20,59,8333789
2,"식도암",20,0,8333789
3,"위암",20,46,8333789
4,"결장암",20,53,8333789
5,"직장암",20,39,8333789
6,"간암",20,28,8333789
7,"담낭암",20,4,8333789
8,"췌장암",20,5,8333789
9,"기관지암, 폐암",20,19,8333789
10,"비강암, 후두암, 나머지암",20,55,8333789
11,"뼈암",20,98,8333789
