"Code","Cancer","Age_0","Age_5","Age_10","Age_15","Age_20","Age_25","Age_30","Age_35","Age_40","Age_45","Age_50","Age_55","Age_60","Age_65","Age_70","Age_75","Age_80","Age_85"
1,"구강암, 인두암",0,0,1,1,2,6,7,9,19,23,22,41,33,60,54,66,53,71
2,"식도암",0,0,0,0,0,0,0,1,1,8,18,23,30,36,56,44,37,47
3,"위암",0,0,0,0,5,9,26,56,70,128,215,350,317,442,625,703,600,670
4,"결장암",0,0,0,0,6,6,16,31,47,108,171,306,337,454,599,693,559,710
5,"직장암",0,0,0,0,1,3,5,14,31,59,90,161,199,243,226,246,198,220
6,"간암",0,0,0,0,1,1,1,4,8,11,37,96,142,265,400,397,287,267
7,"담낭암",0,0,0,0,0,0,0,3,5,18,25,30,53,103,148,208,253,367
8,"췌장암",0,0,0,0,0,0,2,5,8,18,46,75,91,135,202,204,220,268
9,"기관지암, 폐암",0,0,0,0,1,7,3,16,38,67,134,260,287,378,567,551,452,570
10,"비강암, 후두암, 나머지암",1,1,0,1,0,1,0,4,5,4,7,9,18,12,27,25,12,21
11,"뼈암",1,1,4,5,0,1,3,1,1,0,2,6,3,6,3,2,3,3
12,"결합조직암",1,0,3,0,2,1,2,5,2,7,8,3,13,6,15,13,13,10
13,"악성흑색종",0,1,0,2,6,0,4,3,4,7,10,9,4,8,6,8,9,17
14,"비흑색종피부암(기저세포암)",0,0,0,1,5,4,4,11,9,15,32,32,48,70,133,156,164,334
15,"비흑색종피부암(편평세포암)",0,0,0,1,5,4,4,11,9,15,32,32,48,70,133,156,164,334
16,"유방암(여성)",0,0,0,1,3,25,104,244,477,693,783,819,658,618,554,462,332,225
17,"유방암(남성)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,"난소암",0,1,2,7,14,12,25,36,45,90,132,130,90,83,79,80,55,68
19,"난소암 외 여성생식기암",0,0,0,0,7,41,112,155,169,188,293,311,235,181,175,169,137,137
20,"남성생식기암",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,"방광암",0,0,0,0,0,1,0,2,4,6,20,35,53,71,119,137,129,138
22,"신장암, 나머지 비뇨기계암",2,0,0,0,1,1,3,6,12,20,30,44,59,84,88,104,86,81
23,"안암",2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0
24,"뇌암, 신경계암",5,7,5,4,5,7,9,8,7,8,11,15,19,16,13,23,15,14
25,"갑상선암",0,0,1,11,15,32,53,67,77,101,159,206,178,135,131,103,64,45
26,"나머지 내분비선암",5,0,1,1,1,0,1,2,1,2,0,2,0,2,1,1,1,1
27,"나머지암, 불분명한 암",6,3,2,4,7,8,11,14,18,26,32,43,60,87,110,164,146,247
28,"림프종, 다발성골수종",7,1,4,3,4,18,9,20,37,39,95,111,126,150,176,210,178,179
29,"백혈병(CLL 제외)",15,7,4,7,6,6,8,19,13,31,33,51,43,71,87,89,78,76
30,"급성림프구성백혈병",13,4,4,6,5,0,4,5,3,2,1,5,6,3,11,12,4,11
31,"급성골수성백혈병",3,2,0,3,3,2,4,6,5,4,12,18,18,26,33,23,36,36
32,"만성골수성백혈병",0,1,0,0,0,1,0,3,1,3,4,3,3,7,7,8,8,7
