"Code","Cancer","Age","Case","PY"
1,"구강암, 인두암",0,2,5567663
2,"식도암",0,1,5567663
3,"위암",0,0,5567663
4,"결장암",0,1,5567663
5,"직장암",0,0,5567663
6,"간암",0,44,5567663
7,"담낭암",0,1,5567663
8,"췌장암",0,0,5567663
9,"기관지암, 폐암",0,3,5567663
10,"비강암, 후두암, 나머지암",0,37,5567663
11,"뼈암",0,16,5567663
12,"결합조직암",0,100,5567663
13,"악성흑색종",0,6,5567663
14,"비흑색종피부암(기저세포암)",0,0,5567663
15,"비흑색종피부암(편평세포암)",0,0,5567663
16,"유방암(여성)",0,0,5567663
17,"유방암(남성)",0,0,5567663
18,"난소암",0,7,5567663
19,"난소암 외 여성생식기암",0,2,5567663
20,"남성생식기암",0,0,5567663
21,"방광암",0,2,5567663
22,"신장암, 나머지 비뇨기계암",0,60,5567663
23,"안암",0,68,5567663
24,"뇌암, 신경계암",0,116,5567663
25,"갑상선암",0,0,5567663
26,"나머지 내분비선암",0,104,5567663
27,"나머지암, 불분명한 암",0,59,5567663
28,"림프종, 다발성골수종",0,105,5567663
29,"백혈병(CLL 제외)",0,331,5567663
30,"급성림프구성백혈병",0,257,5567663
31,"급성골수성백혈병",0,77,5567663
32,"만성골수성백혈병",0,2,5567663
1,"구강암, 인두암",5,6,6192957
2,"식도암",5,0,6192957
3,"위암",5,0,6192957
4,"결장암",5,2,6192957
5,"직장암",5,0,6192957
6,"간암",5,6,6192957
7,"담낭암",5,1,6192957
8,"췌장암",5,1,6192957
9,"기관지암, 폐암",5,2,6192957
10,"비강암, 후두암, 나머지암",5,5,6192957
11,"뼈암",5,45,6192957
12,"결합조직암",5,21,6192957
13,"악성흑색종",5,2,6192957
14,"비흑색종피부암(기저세포암)",5,0,6192957
15,"비흑색종피부암(편평세포암)",5,0,6192957
16,"유방암(여성)",5,0,6192957
17,"유방암(남성)",5,0,6192957
18,"난소암",5,27,6192957
19,"난소암 외 여성생식기암",5,1,6192957
20,"남성생식기암",5,0,6192957
21,"방광암",5,0,6192957
22,"신장암, 나머지 비뇨기계암",5,18,6192957
23,"안암",5,5,6192957
24,"뇌암, 신경계암",5,123,6192957
25,"갑상선암",5,15,6192957
26,"나머지 내분비선암",5,19,6192957
27,"나머지암, 불분명한 암",5,32,6192957
28,"림프종, 다발성골수종",5,54,6192957
29,"백혈병(CLL 제외)",5,188,6192957
30,"급성림프구성백혈병",5,129,6192957
31,"급성골수성백혈병",5,53,6192957
32,"만성골수성백혈병",5,5,6192957
1,"구강암, 인두암",10,15,7776453
2,"식도암",10,0,7776453
3,"위암",10,2,7776453
4,"결장암",10,5,7776453
5,"직장암",10,1,7776453
6,"간암",10,9,7776453
7,"담낭암",10,0,7776453
8,"췌장암",10,11,7776453
9,"기관지암, 폐암",10,4,7776453
10,"비강암, 후두암, 나머지암",10,9,7776453
11,"뼈암",10,108,7776453
12,"결합조직암",10,54,7776453
13,"악성흑색종",10,4,7776453
14,"비흑색종피부암(기저세포암)",10,0,7776453
15,"비흑색종피부암(편평세포암)",10,0,7776453
16,"유방암(여성)",10,5,7776453
17,"유방암(남성)",10,0,7776453
18,"난소암",10,122,7776453
19,"난소암 외 여성생식기암",10,6,7776453
20,"남성생식기암",10,0,7776453
21,"방광암",10,1,7776453
22,"신장암, 나머지 비뇨기계암",10,6,7776453
23,"안암",10,2,7776453
24,"뇌암, 신경계암",10,120,7776453
25,"갑상선암",10,123,7776453
26,"나머지 내분비선암",10,13,7776453
27,"나머지암, 불분명한 암",10,57,7776453
28,"림프종, 다발성골수종",10,96,7776453
29,"백혈병(CLL 제외)",10,216,7776453
30,"급성림프구성백혈병",10,128,7776453
31,"급성골수성백혈병",10,83,7776453
