"Code","Cancer","Age_0","Age_5","Age_10","Age_15","Age_20","Age_25","Age_30","Age_35","Age_40","Age_45","Age_50","Age_55","Age_60","Age_65","Age_70","Age_75","Age_80","Age_85"
1,"구강암, 인두암",9,4,16,23,44,61,117,211,339,419,578,829,969,889,546,320,195,72
2,"식도암",0,0,0,0,3,9,8,30,110,258,514,1015,1538,1395,952,660,280,83
3,"위암",4,1,4,30,88,366,914,1935,3225,4274,5625,7890,9953,9044,6641,4427,2053,724
4,"결장암",1,1,6,14,34,103,198,408,629,815,1163,1576,2019,1905,1469,1082,544,214
5,"직장암",1,0,2,8,27,87,167,379,720,931,1364,1869,2260,2013,1464,932,481,170
6,"간암",48,11,10,23,56,157,433,1299,3121,4716,5987,6716,6652,4909,3238,2064,951,317
7,"담낭암",0,0,0,1,2,7,25,91,184,278,525,815,1125,1153,980,757,432,182
8,"췌장암",3,3,1,2,9,14,54,131,268,389,568,827,1138,1059,887,640,329,142
9,"기관지암, 폐암",4,2,8,11,19,71,189,375,830,1543,2709,4716,7292,8255,7101,5073,2216,761
10,"비강암, 후두암, 나머지암",29,4,11,28,46,54,48,94,168,298,540,791,985,966,647,382,164,63
11,"뼈암",11,46,78,132,77,49,57,59,59,43,45,45,55,43,47,34,14,6
12,"결합조직암",52,26,24,37,49,61,90,82,111,74,86,105,123,113,87,71,24,9
13,"악성흑색종",0,2,1,2,6,18,17,11,33,33,60,56,77,60,44,25,15,5
14,"비흑색종피부암(기저세포암)",1,6,7,11,16,45,53,70,117,133,156,262,335,326,272,195,123,63
15,"비흑색종피부암(편평세포암)",1,6,7,11,16,45,53,70,117,133,156,262,335,326,272,195,123,63
16,"유방암(여성)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,"유방암(남성)",0,0,0,0,0,2,4,16,18,22,17,21,23,29,17,18,8,6
18,"난소암",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,"난소암 외 여성생식기암",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,"남성생식기암",79,7,10,37,57,111,116,71,72,115,189,437,938,1263,1344,1260,789,343
21,"방광암",6,1,0,3,8,34,69,133,280,375,557,779,1260,1224,1115,911,443,207
22,"신장암, 나머지 비뇨기계암",71,10,0,8,22,43,103,244,425,527,565,667,836,757,499,317,127,59
23,"안암",93,6,4,1,1,7,8,7,9,7,8,10,12,16,11,3,2,1
24,"뇌암, 신경계암",147,127,111,127,125,124,175,215,235,202,210,246,243,186,151,105,53,15
25,"갑상선암",0,4,8,42,77,136,197,253,279,270,208,229,214,182,103,67,32,13
26,"나머지 내분비선암",118,28,33,57,27,17,18,18,21,24,16,25,17,18,21,5,5,0
27,"나머지암, 불분명한 암",47,32,24,51,63,102,144,211,354,444,510,785,1046,1060,911,761,358,165
28,"림프종, 다발성골수종",74,95,90,115,126,172,254,333,489,524,570,696,835,770,563,351,173,33
29,"백혈병(CLL 제외)",398,297,224,251,189,230,267,296,321,258,250,315,311,288,228,148,61,19
30,"급성림프구성백혈병",286,209,127,125,70,60,57,69,61,55,45,58,55,79,71,65,26,8
31,"급성골수성백혈병",95,73,78,104,73,111,137,146,166,131,134,200,190,192,154,110,45,12
32,"만성골수성백혈병",20,16,21,30,39,58,63,68,80,68,60,58,68,56,36,19,12,3
