"Code","Cancer","Age_0","Age_5","Age_10","Age_15","Age_20","Age_25","Age_30","Age_35","Age_40","Age_45","Age_50","Age_55","Age_60","Age_65","Age_70","Age_75","Age_80","Age_85"
1,"구강암, 인두암",4,6,21,33,60,96,139,258,465,762,925,1027,1305,1294,981,487,251,96
2,"식도암",0,0,0,0,1,4,9,22,81,314,583,1065,1784,2143,1659,938,447,153
3,"위암",0,1,5,14,93,293,1014,2045,4123,6942,8557,10549,13342,14714,11161,6639,3525,1308
4,"결장암",0,1,5,20,40,114,289,597,1039,1823,2646,3385,4337,4934,3899,2389,1164,536
5,"직장암",0,0,2,7,31,100,234,565,1254,1988,2816,3433,4114,4355,3305,1826,945,407
6,"간암",42,12,10,29,60,165,490,1373,3753,6860,8086,8444,8353,7575,5200,3059,1538,603
7,"담낭암",0,0,0,0,0,11,34,75,215,445,704,1037,1504,1938,1666,1266,805,371
8,"췌장암",1,1,1,0,9,19,44,128,305,585,907,1155,1625,1818,1559,1034,657,279
9,"기관지암, 폐암",1,1,8,15,37,56,167,368,1023,2211,3556,5798,9408,12852,11760,8063,4412,1726
10,"비강암, 후두암, 나머지암",27,8,13,36,56,79,98,132,207,443,673,903,1192,1385,1009,576,276,99
11,"뼈암",28,37,142,150,74,64,63,82,69,86,73,78,71,73,57,39,26,8
12,"결합조직암",73,31,40,67,61,91,113,150,136,173,166,161,197,200,177,91,61,26
13,"악성흑색종",0,1,2,5,7,9,23,42,52,92,88,85,99,142,116,69,33,16
14,"비흑색종피부암(기저세포암)",6,4,9,18,29,43,90,105,160,300,320,415,522,654,671,447,270,190
15,"비흑색종피부암(편평세포암)",6,4,9,18,29,43,90,105,160,300,320,415,522,654,671,447,270,190
16,"유방암(여성)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,"유방암(남성)",0,0,0,0,0,2,8,7,14,27,31,20,41,19,40,22,12,7
18,"난소암",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,"난소암 외 여성생식기암",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,"남성생식기암",71,4,10,45,130,149,161,124,136,226,542,1358,3007,4486,4515,3296,1865,850
21,"방광암",7,1,3,8,17,47,103,162,310,603,858,1185,1786,2125,1971,1511,848,417
22,"신장암, 나머지 비뇨기계암",71,23,13,12,26,92,211,384,660,1039,1126,1226,1485,1433,1149,642,310,141
23,"안암",101,7,1,2,5,5,10,9,16,13,14,17,26,16,13,9,4,4
24,"뇌암, 신경계암",134,188,185,152,148,185,229,289,306,346,311,325,320,361,292,182,95,36
25,"갑상선암",0,7,14,64,202,446,850,1206,1449,1484,1175,906,732,585,336,151,59,33
26,"나머지 내분비선암",143,46,63,56,40,17,23,27,27,34,38,25,27,27,24,15,3,3
27,"나머지암, 불분명한 암",61,41,45,84,114,141,216,325,484,683,902,930,1345,1640,1486,1087,668,284
28,"림프종, 다발성골수종",98,123,158,185,204,223,360,483,717,943,1015,1132,1306,1410,1093,688,334,157
29,"백혈병(CLL 제외)",455,325,317,277,255,270,345,407,392,496,423,405,512,532,447,287,169,54
30,"급성림프구성백혈병",335,230,193,137,91,74,86,82,87,113,96,80,113,149,131,91,80,31
31,"급성골수성백혈병",118,96,99,98,104,114,165,199,189,265,248,233,327,363,320,198,129,46
32,"만성골수성백혈병",21,16,23,37,60,77,88,107,102,111,90,96,93,91,76,53,24,7
