"Code","Cancer","Age","Case","PY"
1,"구강암, 인두암",0,1,468047
2,"식도암",0,0,468047
3,"위암",0,0,468047
4,"결장암",0,0,468047
5,"직장암",0,0,468047
6,"간암",0,5,468047
7,"담낭암",0,0,468047
8,"췌장암",0,0,468047
9,"기관지암, 폐암",0,0,468047
10,"비강암, 후두암, 나머지암",0,2,468047
11,"뼈암",0,2,468047
12,"결합조직암",0,1,468047
13,"악성흑색종",0,0,468047
14,"비흑색종피부암(기저세포암)",0,0,468047
15,"비흑색종피부암(편평세포암)",0,0,468047
16,"유방암(여성)",0,0,468047
17,"유방암(남성)",0,0,468047
18,"난소암",0,0,468047
19,"난소암 외 여성생식기암",0,0,468047
20,"남성생식기암",0,2,468047
21,"방광암",0,0,468047
22,"신장암, 나머지 비뇨기계암",0,4,468047
23,"안암",0,6,468047
24,"뇌암, 신경계암",0,5,468047
25,"갑상선암",0,0,468047
26,"나머지 내분비선암",0,11,468047
27,"나머지암, 불분명한 암",0,6,468047
28,"림프종, 다발성골수종",0,4,468047
29,"백혈병(CLL 제외)",0,30,468047
30,"급성림프구성백혈병",0,20,468047
31,"급성골수성백혈병",0,8,468047
32,"만성골수성백혈병",0,1,468047
1,"구강암, 인두암",5,0,492292
2,"식도암",5,0,492292
3,"위암",5,0,492292
4,"결장암",5,0,492292
5,"직장암",5,0,492292
6,"간암",5,2,492292
7,"담낭암",5,0,492292
8,"췌장암",5,0,492292
9,"기관지암, 폐암",5,0,492292
10,"비강암, 후두암, 나머지암",5,1,492292
11,"뼈암",5,0,492292
12,"결합조직암",5,2,492292
13,"악성흑색종",5,0,492292
14,"비흑색종피부암(기저세포암)",5,0,492292
15,"비흑색종피부암(편평세포암)",5,0,492292
16,"유방암(여성)",5,0,492292
17,"유방암(남성)",5,0,492292
18,"난소암",5,0,492292
19,"난소암 외 여성생식기암",5,0,492292
20,"남성생식기암",5,0,492292
21,"방광암",5,1,492292
22,"신장암, 나머지 비뇨기계암",5,1,492292
23,"안암",5,0,492292
24,"뇌암, 신경계암",5,13,492292
25,"갑상선암",5,1,492292
26,"나머지 내분비선암",5,2,492292
27,"나머지암, 불분명한 암",5,2,492292
28,"림프종, 다발성골수종",5,5,492292
29,"백혈병(CLL 제외)",5,12,492292
30,"급성림프구성백혈병",5,11,492292
31,"급성골수성백혈병",5,2,492292
32,"만성골수성백혈병",5,0,492292
1,"구강암, 인두암",10,0,528665
2,"식도암",10,0,528665
3,"위암",10,0,528665
4,"결장암",10,0,528665
5,"직장암",10,0,528665
6,"간암",10,0,528665
7,"담낭암",10,0,528665
8,"췌장암",10,0,528665
9,"기관지암, 폐암",10,1,528665
10,"비강암, 후두암, 나머지암",10,3,528665
11,"뼈암",10,5,528665
12,"결합조직암",10,1,528665
13,"악성흑색종",10,1,528665
14,"비흑색종피부암(기저세포암)",10,0,528665
15,"비흑색종피부암(편평세포암)",10,0,528665
16,"유방암(여성)",10,0,528665
17,"유방암(남성)",10,0,528665
18,"난소암",10,0,528665
19,"난소암 외 여성생식기암",10,0,528665
20,"남성생식기암",10,0,528665
21,"방광암",10,0,528665
22,"신장암, 나머지 비뇨기계암",10,1,528665
23,"안암",10,0,528665
24,"뇌암, 신경계암",10,8,528665
25,"갑상선암",10,3,528665
26,"나머지 내분비선암",10,3,528665
27,"나머지암, 불분명한 암",10,5,528665
28,"림프종, 다발성골수종",10,7,528665
29,"백혈병(CLL 제외)",10,14,528665
30,"급성림프구성백혈병",10,9,528665
31,"급성골수성백혈병",10,6,528665
32,"만성골수성백혈병",10,0,528665
1,"구강암, 인두암",15,2,526647
2,"식도암",15,0,526647
3,"위암",15,1,526647
4,"결장암",15,1,526647
5,"직장암",15,0,526647
6,"간암",15,0,526647
7,"담낭암",15,0,526647
8,"췌장암",15,0,526647
9,"기관지암, 폐암",15,0,526647
10,"비강암, 후두암, 나머지암",15,4,526647
11,"뼈암",15,10,526647
12,"결합조직암",15,5,526647
13,"악성흑색종",15,0,526647
14,"비흑색종피부암(기저세포암)",15,0,526647
15,"비흑색종피부암(편평세포암)",15,0,526647
16,"유방암(여성)",15,0,526647
17,"유방암(남성)",15,0,526647
18,"난소암",15,0,526647
19,"난소암 외 여성생식기암",15,0,526647
20,"남성생식기암",15,9,526647
21,"방광암",15,1,526647
22,"신장암, 나머지 비뇨기계암",15,0,526647
23,"안암",15,0,526647
24,"뇌암, 신경계암",15,5,526647
25,"갑상선암",15,1,526647
26,"나머지 내분비선암",15,1,526647
27,"나머지암, 불분명한 암",15,5,526647
28,"림프종, 다발성골수종",15,13,526647
29,"백혈병(CLL 제외)",15,23,526647
30,"급성림프구성백혈병",15,15,526647
31,"급성골수성백혈병",15,8,526647
32,"만성골수성백혈병",15,1,526647
1,"구강암, 인두암",20,3,512370
2,"식도암",20,0,512370
3,"위암",20,4,512370
4,"결장암",20,5,512370
5,"직장암",20,0,512370
6,"간암",20,1,512370
7,"담낭암",20,0,512370
8,"췌장암",20,0,512370
9,"기관지암, 폐암",20,3,512370
10,"비강암, 후두암, 나머지암",20,4,512370
11,"뼈암",20,1,512370
12,"결합조직암",20,1,512370
13,"악성흑색종",20,2,512370
14,"비흑색종피부암(기저세포암)",20,0,512370
15,"비흑색종피부암(편평세포암)",20,0,512370
16,"유방암(여성)",20,0,512370
17,"유방암(남성)",20,0,512370
18,"난소암",20,0,512370
19,"난소암 외 여성생식기암",20,0,512370
20,"남성생식기암",20,17,512370
21,"방광암",20,3,512370
22,"신장암, 나머지 비뇨기계암",20,1,512370
23,"안암",20,0,512370
24,"뇌암, 신경계암",20,9,512370
25,"갑상선암",20,16,512370
26,"나머지 내분비선암",20,5,512370
27,"나머지암, 불분명한 암",20,9,512370
28,"림프종, 다발성골수종",20,6,512370
29,"백혈병(CLL 제외)",20,10,512370
30,"급성림프구성백혈병",20,3,512370
31,"급성골수성백혈병",20,5,512370
32,"만성골수성백혈병",20,2,512370
1,"구강암, 인두암",25,4,566055
2,"식도암",25,0,566055
3,"위암",25,6,566055
4,"결장암",25,5,566055
5,"직장암",25,6,566055
6,"간암",25,0,566055
7,"담낭암",25,0,566055
8,"췌장암",25,3,566055
9,"기관지암, 폐암",25,3,566055
10,"비강암, 후두암, 나머지암",25,5,566055
11,"뼈암",25,3,566055
12,"결합조직암",25,4,566055
13,"악성흑색종",25,1,566055
14,"비흑색종피부암(기저세포암)",25,0,566055
15,"비흑색종피부암(편평세포암)",25,0,566055
16,"유방암(여성)",25,0,566055
17,"유방암(남성)",25,0,566055
18,"난소암",25,0,566055
19,"난소암 외 여성생식기암",25,0,566055
20,"남성생식기암",25,28,566055
21,"방광암",25,5,566055
22,"신장암, 나머지 비뇨기계암",25,3,566055
23,"안암",25,2,566055
24,"뇌암, 신경계암",25,9,566055
25,"갑상선암",25,11,566055
26,"나머지 내분비선암",25,3,566055
27,"나머지암, 불분명한 암",25,14,566055
28,"림프종, 다발성골수종",25,13,566055
29,"백혈병(CLL 제외)",25,23,566055
30,"급성림프구성백혈병",25,5,566055
31,"급성골수성백혈병",25,15,566055
32,"만성골수성백혈병",25,5,566055
1,"구강암, 인두암",30,16,650553
2,"식도암",30,2,650553
3,"위암",30,20,650553
4,"결장암",30,22,650553
5,"직장암",30,14,650553
6,"간암",30,10,650553
7,"담낭암",30,0,650553
8,"췌장암",30,4,650553
9,"기관지암, 폐암",30,22,650553
10,"비강암, 후두암, 나머지암",30,11,650553
11,"뼈암",30,4,650553
12,"결합조직암",30,9,650553
13,"악성흑색종",30,2,650553
14,"비흑색종피부암(기저세포암)",30,0,650553
15,"비흑색종피부암(편평세포암)",30,0,650553
16,"유방암(여성)",30,0,650553
17,"유방암(남성)",30,0,650553
18,"난소암",30,0,650553
19,"난소암 외 여성생식기암",30,0,650553
20,"남성생식기암",30,43,650553
21,"방광암",30,8,650553
22,"신장암, 나머지 비뇨기계암",30,14,650553
23,"안암",30,1,650553
24,"뇌암, 신경계암",30,19,650553
25,"갑상선암",30,18,650553
26,"나머지 내분비선암",30,2,650553
27,"나머지암, 불분명한 암",30,26,650553
28,"림프종, 다발성골수종",30,19,650553
29,"백혈병(CLL 제외)",30,14,650553
30,"급성림프구성백혈병",30,1,650553
31,"급성골수성백혈병",30,9,650553
32,"만성골수성백혈병",30,4,650553
1,"구강암, 인두암",35,32,752937
2,"식도암",35,5,752937
3,"위암",35,56,752937
4,"결장암",35,53,752937
5,"직장암",35,37,752937
6,"간암",35,21,752937
7,"담낭암",35,3,752937
8,"췌장암",35,10,752937
9,"기관지암, 폐암",35,45,752937
10,"비강암, 후두암, 나머지암",35,10,752937
11,"뼈암",35,3,752937
12,"결합조직암",35,8,752937
13,"악성흑색종",35,2,752937
14,"비흑색종피부암(기저세포암)",35,0,752937
15,"비흑색종피부암(편평세포암)",35,0,752937
16,"유방암(여성)",35,0,752937
17,"유방암(남성)",35,2,752937
18,"난소암",35,0,752937
19,"난소암 외 여성생식기암",35,0,752937
20,"남성생식기암",35,54,752937
21,"방광암",35,12,752937
22,"신장암, 나머지 비뇨기계암",35,33,752937
23,"안암",35,2,752937
24,"뇌암, 신경계암",35,21,752937
25,"갑상선암",35,43,752937
26,"나머지 내분비선암",35,2,752937
27,"나머지암, 불분명한 암",35,43,752937
28,"림프종, 다발성골수종",35,34,752937
29,"백혈병(CLL 제외)",35,40,752937
30,"급성림프구성백혈병",35,7,752937
31,"급성골수성백혈병",35,31,752937
32,"만성골수성백혈병",35,7,752937
1,"구강암, 인두암",40,29,676574
2,"식도암",40,17,676574
3,"위암",40,124,676574
4,"결장암",40,64,676574
5,"직장암",40,83,676574
6,"간암",40,48,676574
7,"담낭암",40,11,676574
8,"췌장암",40,8,676574
9,"기관지암, 폐암",40,59,676574
10,"비강암, 후두암, 나머지암",40,17,676574
11,"뼈암",40,4,676574
12,"결합조직암",40,12,676574
13,"악성흑색종",40,4,676574
14,"비흑색종피부암(기저세포암)",40,0,676574
15,"비흑색종피부암(편평세포암)",40,0,676574
16,"유방암(여성)",40,0,676574
17,"유방암(남성)",40,1,676574
18,"난소암",40,0,676574
19,"난소암 외 여성생식기암",40,0,676574
20,"남성생식기암",40,27,676574
21,"방광암",40,34,676574
22,"신장암, 나머지 비뇨기계암",40,53,676574
23,"안암",40,0,676574
24,"뇌암, 신경계암",40,18,676574
25,"갑상선암",40,42,676574
26,"나머지 내분비선암",40,2,676574
27,"나머지암, 불분명한 암",40,46,676574
28,"림프종, 다발성골수종",40,53,676574
29,"백혈병(CLL 제외)",40,29,676574
30,"급성림프구성백혈병",40,4,676574
31,"급성골수성백혈병",40,14,676574
32,"만성골수성백혈병",40,6,676574
1,"구강암, 인두암",45,73,627607
2,"식도암",45,42,627607
3,"위암",45,254,627607
4,"결장암",45,127,627607
5,"직장암",45,140,627607
6,"간암",45,107,627607
7,"담낭암",45,26,627607
8,"췌장암",45,51,627607
9,"기관지암, 폐암",45,161,627607
10,"비강암, 후두암, 나머지암",45,25,627607
11,"뼈암",45,3,627607
12,"결합조직암",45,13,627607
13,"악성흑색종",45,3,627607
14,"비흑색종피부암(기저세포암)",45,0,627607
15,"비흑색종피부암(편평세포암)",45,0,627607
16,"유방암(여성)",45,0,627607
17,"유방암(남성)",45,4,627607
18,"난소암",45,0,627607
19,"난소암 외 여성생식기암",45,0,627607
20,"남성생식기암",45,45,627607
21,"방광암",45,77,627607
22,"신장암, 나머지 비뇨기계암",45,99,627607
23,"안암",45,2,627607
24,"뇌암, 신경계암",45,21,627607
25,"갑상선암",45,44,627607
26,"나머지 내분비선암",45,1,627607
27,"나머지암, 불분명한 암",45,85,627607
28,"림프종, 다발성골수종",45,88,627607
29,"백혈병(CLL 제외)",45,33,627607
30,"급성림프구성백혈병",45,4,627607
31,"급성골수성백혈병",45,20,627607
32,"만성골수성백혈병",45,4,627607
1,"구강암, 인두암",50,137,654073
2,"식도암",50,131,654073
3,"위암",50,527,654073
4,"결장암",50,287,654073
5,"직장암",50,268,654073
6,"간암",50,237,654073
7,"담낭암",50,35,654073
8,"췌장암",50,101,654073
9,"기관지암, 폐암",50,338,654073
10,"비강암, 후두암, 나머지암",50,50,654073
11,"뼈암",50,5,654073
12,"결합조직암",50,15,654073
13,"악성흑색종",50,9,654073
14,"비흑색종피부암(기저세포암)",50,0,654073
15,"비흑색종피부암(편평세포암)",50,0,654073
16,"유방암(여성)",50,0,654073
17,"유방암(남성)",50,1,654073
18,"난소암",50,0,654073
19,"난소암 외 여성생식기암",50,0,654073
20,"남성생식기암",50,132,654073
21,"방광암",50,141,654073
22,"신장암, 나머지 비뇨기계암",50,151,654073
23,"안암",50,0,654073
24,"뇌암, 신경계암",50,25,654073
25,"갑상선암",50,69,654073
26,"나머지 내분비선암",50,4,654073
27,"나머지암, 불분명한 암",50,111,654073
28,"림프종, 다발성골수종",50,161,654073
29,"백혈병(CLL 제외)",50,54,654073
30,"급성림프구성백혈병",50,6,654073
31,"급성골수성백혈병",50,24,654073
32,"만성골수성백혈병",50,11,654073
1,"구강암, 인두암",55,229,761000
2,"식도암",55,325,761000
3,"위암",55,1235,761000
4,"결장암",55,551,761000
5,"직장암",55,535,761000
6,"간암",55,510,761000
7,"담낭암",55,102,761000
8,"췌장암",55,215,761000
9,"기관지암, 폐암",55,797,761000
10,"비강암, 후두암, 나머지암",55,113,761000
11,"뼈암",55,5,761000
12,"결합조직암",55,20,761000
13,"악성흑색종",55,16,761000
14,"비흑색종피부암(기저세포암)",55,0,761000
15,"비흑색종피부암(편평세포암)",55,0,761000
16,"유방암(여성)",55,0,761000
17,"유방암(남성)",55,5,761000
18,"난소암",55,0,761000
19,"난소암 외 여성생식기암",55,0,761000
20,"남성생식기암",55,545,761000
21,"방광암",55,342,761000
22,"신장암, 나머지 비뇨기계암",55,240,761000
23,"안암",55,2,761000
24,"뇌암, 신경계암",55,34,761000
25,"갑상선암",55,70,761000
26,"나머지 내분비선암",55,4,761000
27,"나머지암, 불분명한 암",55,220,761000
28,"림프종, 다발성골수종",55,230,761000
29,"백혈병(CLL 제외)",55,70,761000
30,"급성림프구성백혈병",55,6,761000
31,"급성골수성백혈병",55,30,761000
32,"만성골수성백혈병",55,11,761000
1,"구강암, 인두암",60,368,836056
2,"식도암",60,505,836056
3,"위암",60,2088,836056
4,"결장암",60,990,836056
5,"직장암",60,786,836056
6,"간암",60,829,836056
7,"담낭암",60,164,836056
8,"췌장암",60,405,836056
9,"기관지암, 폐암",60,1522,836056
10,"비강암, 후두암, 나머지암",60,200,836056
11,"뼈암",60,6,836056
12,"결합조직암",60,31,836056
13,"악성흑색종",60,14,836056
14,"비흑색종피부암(기저세포암)",60,0,836056
15,"비흑색종피부암(편평세포암)",60,0,836056
16,"유방암(여성)",60,0,836056
17,"유방암(남성)",60,9,836056
18,"난소암",60,0,836056
19,"난소암 외 여성생식기암",60,0,836056
20,"남성생식기암",60,1450,836056
21,"방광암",60,612,836056
22,"신장암, 나머지 비뇨기계암",60,403,836056
23,"안암",60,1,836056
24,"뇌암, 신경계암",60,43,836056
25,"갑상선암",60,129,836056
26,"나머지 내분비선암",60,4,836056
27,"나머지암, 불분명한 암",60,391,836056
28,"림프종, 다발성골수종",60,333,836056
29,"백혈병(CLL 제외)",60,138,836056
30,"급성림프구성백혈병",60,21,836056
31,"급성골수성백혈병",60,79,836056
32,"만성골수성백혈병",60,9,836056
1,"구강암, 인두암",65,331,645151
2,"식도암",65,568,645151
3,"위암",65,2349,645151
4,"결장암",65,1145,645151
5,"직장암",65,770,645151
6,"간암",65,876,645151
7,"담낭암",65,202,645151
8,"췌장암",65,396,645151
9,"기관지암, 폐암",65,1873,645151
10,"비강암, 후두암, 나머지암",65,184,645151
11,"뼈암",65,15,645151
12,"결합조직암",65,27,645151
13,"악성흑색종",65,18,645151
14,"비흑색종피부암(기저세포암)",65,0,645151
15,"비흑색종피부암(편평세포암)",65,0,645151
16,"유방암(여성)",65,0,645151
17,"유방암(남성)",65,11,645151
18,"난소암",65,0,645151
19,"난소암 외 여성생식기암",65,0,645151
20,"남성생식기암",65,2258,645151
21,"방광암",65,760,645151
22,"신장암, 나머지 비뇨기계암",65,368,645151
23,"안암",65,1,645151
24,"뇌암, 신경계암",65,46,645151
25,"갑상선암",65,82,645151
26,"나머지 내분비선암",65,4,645151
27,"나머지암, 불분명한 암",65,441,645151
28,"림프종, 다발성골수종",65,394,645151
29,"백혈병(CLL 제외)",65,144,645151
30,"급성림프구성백혈병",65,10,645151
31,"급성골수성백혈병",65,77,645151
32,"만성골수성백혈병",65,23,645151
1,"구강암, 인두암",70,300,545369
2,"식도암",70,502,545369
3,"위암",70,2752,545369
4,"결장암",70,1350,545369
5,"직장암",70,777,545369
6,"간암",70,1146,545369
7,"담낭암",70,283,545369
8,"췌장암",70,480,545369
9,"기관지암, 폐암",70,2125,545369
10,"비강암, 후두암, 나머지암",70,175,545369
11,"뼈암",70,11,545369
12,"결합조직암",70,27,545369
13,"악성흑색종",70,21,545369
14,"비흑색종피부암(기저세포암)",70,0,545369
15,"비흑색종피부암(편평세포암)",70,0,545369
16,"유방암(여성)",70,0,545369
17,"유방암(남성)",70,22,545369
18,"난소암",70,0,545369
19,"난소암 외 여성생식기암",70,0,545369
