"Code","Cancer","Age_0","Age_5","Age_10","Age_15","Age_20","Age_25","Age_30","Age_35","Age_40","Age_45","Age_50","Age_55","Age_60","Age_65","Age_70","Age_75","Age_80","Age_85"
1,"구강암, 인두암",2,10,4,27,53,63,85,121,150,156,162,192,218,217,207,178,138,102
2,"식도암",1,0,0,1,0,3,0,5,17,17,33,38,83,95,120,123,76,50
3,"위암",0,3,2,24,122,456,985,1506,1934,1824,2131,2956,3640,4260,3979,3154,1847,1032
4,"결장암",0,1,7,14,36,69,157,286,521,635,784,1030,1381,1466,1400,1141,700,415
5,"직장암",0,1,0,4,19,63,163,315,574,681,859,1104,1433,1475,1270,906,510,236
6,"간암",40,8,10,8,26,67,128,299,549,822,1175,1694,2036,2098,1818,1366,731,464
7,"담낭암",2,0,0,0,4,13,29,69,170,236,368,614,867,991,1148,1027,602,378
8,"췌장암",3,1,5,6,8,11,29,56,115,158,236,433,624,803,821,755,415,230
9,"기관지암, 폐암",5,1,3,13,35,57,131,235,522,587,841,1194,1829,2171,2481,2304,1435,847
10,"비강암, 후두암, 나머지암",24,5,3,18,11,24,35,43,68,91,67,109,134,166,150,130,70,47
11,"뼈암",13,34,75,69,48,37,32,56,40,35,34,48,37,48,44,34,26,12
12,"결합조직암",49,18,17,44,52,47,71,79,74,83,79,90,87,93,76,59,32,21
13,"악성흑색종",0,0,1,4,7,12,15,26,43,46,38,49,73,57,45,47,13,14
14,"비흑색종피부암(기저세포암)",2,2,5,4,19,25,32,56,76,86,131,162,249,316,355,323,226,213
15,"비흑색종피부암(편평세포암)",2,2,5,4,19,25,32,56,76,86,131,162,249,316,355,323,226,213
16,"유방암(여성)",0,0,1,15,87,569,1721,3328,5199,4901,3524,2619,1919,1172,680,383,186,137
17,"유방암(남성)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,"난소암",7,27,63,162,198,238,253,365,567,607,535,564,531,439,311,247,145,75
19,"난소암 외 여성생식기암",3,2,4,22,93,506,1399,2388,3256,2936,2482,2434,2220,1753,1353,869,375,171
20,"남성생식기암",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,"방광암",0,0,0,1,9,9,22,31,52,80,92,163,217,274,338,318,208,121
22,"신장암, 나머지 비뇨기계암",75,16,6,3,13,45,54,94,130,168,221,265,341,359,286,221,99,40
23,"안암",73,2,0,1,5,2,3,4,5,8,10,14,11,12,6,7,8,6
24,"뇌암, 신경계암",110,115,88,73,78,111,137,148,186,180,137,214,233,236,181,145,61,36
25,"갑상선암",1,11,47,190,534,1007,1268,1556,1975,1725,1511,1304,1018,719,425,254,114,66
26,"나머지 내분비선암",79,24,7,9,6,10,14,25,26,27,20,20,14,14,14,12,5,1
27,"나머지암, 불분명한 암",57,20,29,37,75,100,122,176,260,304,357,487,628,708,757,772,483,286
28,"림프종, 다발성골수종",48,51,43,68,82,106,167,214,288,307,376,503,583,553,509,316,159,70
29,"백혈병(CLL 제외)",315,195,142,164,153,182,235,247,273,218,192,192,247,237,195,135,72,20
30,"급성림프구성백혈병",233,135,84,79,49,45,60,64,57,46,43,29,52,53,55,55,39,12
31,"급성골수성백혈병",97,53,49,77,66,97,118,115,143,116,108,115,162,160,134,103,57,15
32,"만성골수성백혈병",7,5,6,9,33,31,45,49,49,35,37,40,47,46,31,18,9,4
