"Code","Cancer","Age_0","Age_5","Age_10","Age_15","Age_20","Age_25","Age_30","Age_35","Age_40","Age_45","Age_50","Age_55","Age_60","Age_65","Age_70","Age_75","Age_80","Age_85"
1,"구강암, 인두암",2,6,15,32,60,89,138,171,256,346,434,369,326,378,383,335,231,145
2,"식도암",1,0,0,0,0,0,3,12,16,42,80,92,87,109,132,162,112,116
3,"위암",0,0,2,12,84,354,974,1910,3131,3766,4795,4362,4865,6200,7098,5977,3922,2323
4,"결장암",1,2,5,14,43,95,269,566,1074,1796,3028,3058,3565,4167,4593,3990,2646,1724
5,"직장암",0,0,1,12,29,121,313,565,947,1605,2465,2295,2409,2812,3118,2580,1687,1037
6,"간암",44,6,9,7,22,54,118,259,551,1054,1696,2022,2503,2993,3203,2772,1828,1148
7,"담낭암",1,1,0,0,1,14,24,63,164,368,631,881,1184,1709,2197,2255,1764,1344
8,"췌장암",0,1,11,7,13,23,35,92,167,352,632,778,991,1624,1948,1891,1388,970
9,"기관지암, 폐암",3,2,4,11,19,58,150,381,760,1409,2391,2698,3248,4031,4835,4776,3610,2755
10,"비강암, 후두암, 나머지암",37,5,9,17,18,34,66,98,118,154,180,177,181,183,221,180,121,73
11,"뼈암",16,45,108,77,42,57,76,55,72,97,87,57,63,69,68,57,39,32
12,"결합조직암",100,21,54,67,70,62,93,100,140,188,196,158,156,162,178,160,90,72
13,"악성흑색종",6,2,4,6,7,14,27,47,66,81,105,120,118,155,166,153,98,65
14,"비흑색종피부암(기저세포암)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,"비흑색종피부암(편평세포암)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,"유방암(여성)",0,0,5,13,119,789,2644,6553,11484,15393,12850,8090,5867,4208,2891,1553,691,385
17,"유방암(남성)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,"난소암",7,27,122,196,188,249,361,589,931,1341,1512,1053,882,810,684,513,296,217
19,"난소암 외 여성생식기암",2,1,6,14,143,778,1634,2322,3435,4257,4627,3493,2603,2297,1911,1500,910,520
20,"남성생식기암",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,"방광암",2,0,1,1,3,14,16,36,60,96,177,224,253,394,581,652,547,370
22,"신장암, 나머지 비뇨기계암",60,18,6,14,27,65,126,226,367,534,767,747,792,930,970,836,479,257
23,"안암",68,5,2,2,2,8,4,8,14,20,25,16,18,16,29,10,9,15
24,"뇌암, 신경계암",116,123,120,98,75,132,190,206,259,276,342,307,307,333,418,300,205,133
25,"갑상선암",0,15,123,583,1971,6138,11651,17329,21359,24324,25366,16731,11339,7413,4178,1730,584,221
26,"나머지 내분비선암",104,19,13,17,12,14,21,31,26,52,57,24,43,31,36,19,17,9
27,"나머지암, 불분명한 암",59,32,57,98,144,241,296,436,613,955,1233,1317,1601,2131,2998,3168,2524,2225
28,"림프종, 다발성골수종",105,54,96,105,167,254,322,456,640,900,1205,1182,1215,1389,1487,1163,621,283
29,"백혈병(CLL 제외)",331,188,216,191,161,199,231,329,380,444,452,431,395,491,498,448,270,166
30,"급성림프구성백혈병",257,129,128,71,56,53,66,78,81,102,96,87,84,106,143,141,119,84
31,"급성골수성백혈병",77,53,83,103,88,123,132,197,232,280,283,254,263,360,373,345,217,137
32,"만성골수성백혈병",2,5,10,20,28,36,51,72,81,78,92,97,77,82,75,64,34,25
