"Code","Cancer","Age","Case","PY"
1,"구강암, 인두암",0,0,308563
2,"식도암",0,0,308563
3,"위암",0,0,308563
4,"결장암",0,0,308563
5,"직장암",0,0,308563
6,"간암",0,3,308563
7,"담낭암",0,0,308563
8,"췌장암",0,0,308563
9,"기관지암, 폐암",0,0,308563
10,"비강암, 후두암, 나머지암",0,1,308563
11,"뼈암",0,0,308563
12,"결합조직암",0,0,308563
13,"악성흑색종",0,1,308563
14,"비흑색종피부암(기저세포암)",0,0,308563
15,"비흑색종피부암(편평세포암)",0,0,308563
16,"유방암(여성)",0,0,308563
17,"유방암(남성)",0,0,308563
18,"난소암",0,0,308563
19,"난소암 외 여성생식기암",0,0,308563
20,"남성생식기암",0,4,308563
21,"방광암",0,0,308563
22,"신장암, 나머지 비뇨기계암",0,3,308563
23,"안암",0,4,308563
24,"뇌암, 신경계암",0,3,308563
25,"갑상선암",0,0,308563
26,"나머지 내분비선암",0,3,308563
27,"나머지암, 불분명한 암",0,2,308563
28,"림프종, 다발성골수종",0,2,308563
29,"백혈병(CLL 제외)",0,14,308563
30,"급성림프구성백혈병",0,9,308563
31,"급성골수성백혈병",0,2,308563
32,"만성골수성백혈병",0,2,308563
1,"구강암, 인두암",5,0,330516
2,"식도암",5,0,330516
3,"위암",5,0,330516
4,"결장암",5,1,330516
5,"직장암",5,0,330516
6,"간암",5,0,330516
7,"담낭암",5,0,330516
8,"췌장암",5,0,330516
9,"기관지암, 폐암",5,0,330516
10,"비강암, 후두암, 나머지암",5,0,330516
11,"뼈암",5,0,330516
12,"결합조직암",5,1,330516
13,"악성흑색종",5,0,330516
14,"비흑색종피부암(기저세포암)",5,0,330516
15,"비흑색종피부암(편평세포암)",5,0,330516
16,"유방암(여성)",5,0,330516
17,"유방암(남성)",5,0,330516
18,"난소암",5,0,330516
19,"난소암 외 여성생식기암",5,0,330516
20,"남성생식기암",5,0,330516
21,"방광암",5,0,330516
22,"신장암, 나머지 비뇨기계암",5,0,330516
23,"안암",5,0,330516
24,"뇌암, 신경계암",5,7,330516
25,"갑상선암",5,0,330516
26,"나머지 내분비선암",5,1,330516
27,"나머지암, 불분명한 암",5,3,330516
28,"림프종, 다발성골수종",5,5,330516
29,"백혈병(CLL 제외)",5,10,330516
30,"급성림프구성백혈병",5,6,330516
31,"급성골수성백혈병",5,4,330516
32,"만성골수성백혈병",5,1,330516
1,"구강암, 인두암",10,1,347282
2,"식도암",10,0,347282
3,"위암",10,0,347282
4,"결장암",10,0,347282
5,"직장암",10,0,347282
6,"간암",10,0,347282
7,"담낭암",10,0,347282
8,"췌장암",10,0,347282
9,"기관지암, 폐암",10,0,347282
10,"비강암, 후두암, 나머지암",10,0,347282
11,"뼈암",10,3,347282
12,"결합조직암",10,0,347282
13,"악성흑색종",10,0,347282
14,"비흑색종피부암(기저세포암)",10,0,347282
15,"비흑색종피부암(편평세포암)",10,0,347282
16,"유방암(여성)",10,0,347282
17,"유방암(남성)",10,0,347282
18,"난소암",10,0,347282
19,"난소암 외 여성생식기암",10,0,347282
20,"남성생식기암",10,0,347282
21,"방광암",10,0,347282
22,"신장암, 나머지 비뇨기계암",10,0,347282
23,"안암",10,0,347282
24,"뇌암, 신경계암",10,2,347282
25,"갑상선암",10,0,347282
26,"나머지 내분비선암",10,2,347282
27,"나머지암, 불분명한 암",10,3,347282
28,"림프종, 다발성골수종",10,2,347282
29,"백혈병(CLL 제외)",10,11,347282
30,"급성림프구성백혈병",10,6,347282
31,"급성골수성백혈병",10,3,347282
32,"만성골수성백혈병",10,0,347282
1,"구강암, 인두암",15,2,371602
2,"식도암",15,0,371602
3,"위암",15,2,371602
4,"결장암",15,0,371602
5,"직장암",15,1,371602
6,"간암",15,0,371602
7,"담낭암",15,0,371602
8,"췌장암",15,0,371602
9,"기관지암, 폐암",15,2,371602
10,"비강암, 후두암, 나머지암",15,2,371602
11,"뼈암",15,6,371602
12,"결합조직암",15,4,371602
13,"악성흑색종",15,1,371602
14,"비흑색종피부암(기저세포암)",15,1,371602
15,"비흑색종피부암(편평세포암)",15,1,371602
16,"유방암(여성)",15,0,371602
17,"유방암(남성)",15,0,371602
18,"난소암",15,0,371602
19,"난소암 외 여성생식기암",15,0,371602
20,"남성생식기암",15,1,371602
21,"방광암",15,1,371602
22,"신장암, 나머지 비뇨기계암",15,0,371602
23,"안암",15,0,371602
24,"뇌암, 신경계암",15,5,371602
25,"갑상선암",15,1,371602
26,"나머지 내분비선암",15,2,371602
27,"나머지암, 불분명한 암",15,6,371602
28,"림프종, 다발성골수종",15,2,371602
29,"백혈병(CLL 제외)",15,5,371602
30,"급성림프구성백혈병",15,3,371602
31,"급성골수성백혈병",15,0,371602
32,"만성골수성백혈병",15,1,371602
1,"구강암, 인두암",20,3,330880
2,"식도암",20,0,330880
3,"위암",20,5,330880
4,"결장암",20,1,330880
5,"직장암",20,1,330880
6,"간암",20,1,330880
7,"담낭암",20,0,330880
8,"췌장암",20,0,330880
